-0.859502, -0.268773
-0.970769, -0.268773
-0.835313, -0.268773
-0.511186, -0.268773
0.323321, -0.268773
0.973994, -0.268773
1.564196, -0.268773
-0.886109, -0.449261
-0.956256, -0.449261
-0.874015, -0.449261
-0.520861, -0.449261
0.209635, -0.449261
0.828863, -0.449261
1.368269, -0.449261
-0.949000, -0.242360
-1.021565, -0.242360
-0.837732, -0.242360
-0.428945, -0.242360
0.328159, -0.242360
1.082843, -0.242360
1.760124, -0.242360
-0.946581, -0.349112
-0.992539, -0.349112
-0.864339, -0.349112
-0.484578, -0.349112
0.243499, -0.349112
0.865146, -0.349112
1.486793, -0.349112
-1.019147, -0.397536
-1.007052, -0.397536
-0.910298, -0.397536
-0.537793, -0.397536
0.195121, -0.397536
0.891753, -0.397536
1.544846, -0.397536
-0.944162, 0.496101
0.272525, 0.496101
-0.561982, 0.496101
-0.158032, 0.496101
0.652286, 0.496101
1.414227, 0.496101
2.026199, 0.496101
-0.990120, -0.199439
-1.004633, -0.199439
-0.808706, -0.199439
-0.317677, -0.199439
0.437007, -0.199439
1.082843, -0.199439
1.731098, -0.199439
-0.973188, -0.440457
-0.997377, -0.440457
-0.861921, -0.440457
-0.508767, -0.440457
0.195121, -0.440457
0.811931, -0.440457
1.382782, -0.440457
-0.907879, -0.330403
-1.028822, -0.330403
-0.837732, -0.330403
-0.508767, -0.330403
0.245917, -0.330403
0.923198, -0.330403
1.542427, -0.330403
-0.888528, -0.348012
-1.098969, -0.348012
-0.861921, -0.348012
-0.455552, -0.348012
0.301551, -0.348012
0.976413, -0.348012
1.544846, -0.348012
-0.970769, -0.309493
-1.077199, -0.309493
-0.835313, -0.309493
-0.484578, -0.309493
0.219310, -0.309493
0.894172, -0.309493
1.515819, -0.309493
-0.968350, -0.188434
-1.019147, -0.188434
-0.784517, -0.188434
-0.407175, -0.188434
0.296714, -0.188434
0.995764, -0.188434
1.617411, -0.188434
-0.944162, -0.319398
-1.021565, -0.319398
-0.835313, -0.319398
-0.506348, -0.319398
0.243499, -0.319398
0.920780, -0.319398
1.569034, -0.319398
-0.944162, -0.317197
-1.023984, -0.317197
-0.832894, -0.317197
-0.511186, -0.317197
0.216891, -0.317197
0.918361, -0.317197
1.515819, -0.317197
-0.946581, -0.339207
-0.992539, -0.339207
-0.832894, -0.339207
-0.453133, -0.339207
0.248336, -0.339207
0.923198, -0.339207
1.515819, -0.339207
-0.939324, -0.116899
-1.023984, -0.116899
-0.835313, -0.116899
-0.535374, -0.116899
0.301551, -0.116899
1.165084, -0.116899
1.839947, -0.116899
-0.968350, -0.204942
-1.053011, -0.204942
-0.673250, -0.204942
-0.240273, -0.204942
0.514411, -0.204942
1.220718, -0.204942
1.866554, -0.204942
-0.973188, -0.219249
-1.048173, -0.219249
-0.888528, -0.219249
-0.513605, -0.219249
0.219310, -0.219249
0.918361, -0.219249
1.595642, -0.219249
-0.941743, -0.187333
-1.026403, -0.187333
-0.886109, -0.187333
-0.482160, -0.187333
0.250755, -0.187333
0.976413, -0.187333
1.600479, -0.187333
-0.944162, -0.253365
-0.997377, -0.253365
-0.857083, -0.253365
-0.537793, -0.253365
0.197540, -0.253365
0.896591, -0.253365
1.515819, -0.253365
-0.970769, -0.231355
-0.978026, -0.231355
-0.888528, -0.231355
-0.506348, -0.231355
0.195121, -0.231355
0.869983, -0.231355
1.544846, -0.231355
-0.997377, -0.261069
-0.970769, -0.261069
-0.779679, -0.261069
-0.453133, -0.261069
0.279782, -0.261069
0.983670, -0.261069
1.629506, -0.261069
-0.970769, -0.273175
-0.994958, -0.273175
-0.784517, -0.273175
-0.433782, -0.273175
0.357185, -0.273175
1.051398, -0.273175
1.680302, -0.273175
-0.973188, -0.280879
-0.992539, -0.280879
-0.835313, -0.280879
-0.457971, -0.280879
0.299132, -0.280879
0.947387, -0.280879
1.595642, -0.280879
-0.968350, -0.078380
-1.021565, -0.078380
-0.813543, -0.078380
-0.404756, -0.078380
0.378955, -0.078380
1.165084, -0.078380
1.890743, -0.078380
-0.939324, -0.246762
-1.021565, -0.246762
-0.675668, -0.246762
-0.349122, -0.246762
0.434589, -0.246762
1.080424, -0.246762
1.706909, -0.246762
-0.978026, -0.262170
-1.048173, -0.262170
-0.745815, -0.262170
-0.370892, -0.262170
0.299132, -0.262170
1.032047, -0.262170
1.704490, -0.262170
-1.055429, -0.326001
-0.990120, -0.326001
-0.835313, -0.326001
-0.482160, -0.326001
0.270106, -0.326001
0.944968, -0.326001
1.702072, -0.326001
-0.999796, 0.009663
-0.857083, 0.009663
-0.970769, 0.009663
-0.484578, 0.009663
0.349928, 0.009663
1.104613, 0.009663
1.835109, 0.009663
-1.021565, -0.376626
-0.944162, -0.376626
-0.915136, -0.376626
-0.561982, -0.376626
0.168514, -0.376626
0.787742, -0.376626
1.409389, -0.376626
-1.023984, -0.295186
-0.944162, -0.295186
-0.837732, -0.295186
-0.513605, -0.295186
0.250755, -0.295186
0.920780, -0.295186
1.540008, -0.295186
-0.857083, 6.761467
-0.999796, 6.761467
-0.917554, 6.761467
-0.424107, 6.761467
0.245917, 6.761467
0.920780, 6.761467
1.593223, 6.761467
-0.782098, 2.185428
-0.912717, 2.185428
-0.811125, 2.185428
-0.460390, 2.185428
0.272525, 2.185428
0.949806, 2.185428
1.571453, 2.185428
-0.907879, -0.104793
-0.973188, -0.104793
-0.777261, -0.104793
-0.373311, -0.104793
0.381374, -0.104793
1.082843, -0.104793
1.760124, -0.104793
-0.861921, 0.489498
-0.970769, 0.489498
-0.806287, 0.489498
-0.477322, 0.489498
0.301551, 0.489498
1.005440, 0.489498
1.677883, 0.489498
-0.919973, -0.361218
-0.990120, -0.361218
-0.782098, -0.361218
-0.511186, -0.361218
0.267687, -0.361218
0.894172, -0.361218
1.484374, -0.361218
-0.886109, 4.598909
-1.057848, 4.598909
-0.832894, 4.598909
-0.535374, 4.598909
0.195121, 4.598909
0.840957, 4.598909
1.409389, 4.598909
-0.965932, -0.050866
-0.465228, -0.050866
-0.941743, -0.050866
-0.532956, -0.050866
0.248336, -0.050866
0.957062, -0.050866
1.542427, -0.050866
-0.944162, -0.253365
-1.023984, -0.253365
